4	51	2015-09-21	2015-09-27	已通過	2015-07-05
4	54	2015-09-21	2015-09-27	已通過	2015-06-25
4	58	2015-09-21	2015-09-27	已通過	2015-06-29
13	1	2015-11-12	2015-11-20	已通過	2015-05-12
13	3	2015-11-12	2015-11-20	已通過	2015-08-24
13	10	2015-11-12	2015-11-20	已通過	2015-09-07
13	15	2015-11-12	2015-11-20	已通過	2015-05-24
13	17	2015-11-12	2015-11-20	已通過	2015-06-18
13	26	2015-11-12	2015-11-20	已通過	2015-07-15
13	36	2015-11-12	2015-11-20	未通過	2015-09-02
13	39	2015-11-12	2015-11-20	未通過	2015-08-08
13	42	2015-11-12	2015-11-20	已通過	2015-05-21
13	43	2015-11-12	2015-11-20	已通過	2015-06-13
13	47	2015-11-12	2015-11-20	已通過	2015-06-25
13	49	2015-11-12	2015-11-20	已通過	2015-08-24
13	51	2015-11-12	2015-11-20	未通過	2015-08-01
13	55	2015-11-12	2015-11-20	未通過	2015-08-01
13	58	2015-11-12	2015-11-20	已通過	2015-07-14
13	60	2015-11-12	2015-11-20	已通過	2015-05-24
12	6	2015-12-10	2015-12-18	已通過	2015-05-02
12	7	2015-12-10	2015-12-18	已通過	2015-05-13
12	17	2015-12-10	2015-12-18	未通過	2015-09-22
12	32	2015-12-10	2015-12-18	已通過	2015-08-15
12	49	2015-12-10	2015-12-18	已通過	2015-08-13
